[1/100] - ptime: 15.89 loss_d: 1.365, loss_g: 0.728
[1/100] - ptime: 14.49 loss_d: 1.375, loss_g: 0.846
Word: abie  	Gen. IPA: kkkkk 	Real IPA: æbi
Word: searl 	Gen. IPA: iipnz 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: iipnz 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: iipiz 	Real IPA: snup
Word: sous  	Gen. IPA: iipni 	Real IPA: suz
Word: stac  	Gen. IPA: iipnz 	Real IPA: stæk
Word: sudan 	Gen. IPA: iipiz 	Real IPA: sudæn
Word: tansy 	Gen. IPA: iipis 	Real IPA: tænzi
Word: tele  	Gen. IPA: iipns 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: iipns 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: iipns 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: iipns 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: iipns 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: iipnɝ 	Real IPA: juɫi
Word: using 	Gen. IPA: iipnɝ 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: iipnj 	Real IPA: veɪs
Word: viag  	Gen. IPA: iipnj 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: iipnu 	Real IPA: weɪks
Word: warm  	Gen. IPA: iipnz 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: iipnz 	Real IPA: wik
Word: with  	Gen. IPA: iipnz 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: iipnz 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: iipnf 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: iipnu 	Real IPA: jaɪks
[17/100] - ptime: 13.72 loss_d: 1.362, loss_g: 3.959
Word: abie  	Gen. IPA: iiiuu 	Real IPA: æbi
Word: aglow 	Gen. IPA: iiiii 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: iiiuu 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: iiiuu 	Real IPA: eɪm
Word: anast 	Gen. IPA: iiiii 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: iiiii 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: iiiuu 	Real IPA: ɔd
Word: babas 	Gen. IPA: iiiii 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: iiiuu 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: iiiii 	Real IPA: bæz
Word: bein  	Gen. IPA: iiiuu 	Real IPA: biɪn
Word: betta 	Gen. IPA: iiiuu 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: iiiuu 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: iiiuu 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: iiiii 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: iiiii 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: iiiuu 	Real IPA: siɫ
Word: comes 	Gen. IPA: iiiiu 	Real IPA: kəmz
Word: copp  	Gen. IPA: iiiii 	Real IPA: kɑp
Word: cowl  	Gen. IPA: iiiii 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: iiiii 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: iiiiu 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: iiiuu 	Real IPA: dɛm
Word: delft 	Gen. IPA: iiiuu 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: iiiuu 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: iiiiu 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: iiuuu 	Real IPA: ɝinə
Word: every 	Gen. IPA: iiuuu 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: iiuuu 	Real IPA: aɪz
Word: fiat  	Gen. IPA: iiiuu 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: iiiii 	Real IPA: fui
Word: gaar  	Gen. IPA: iiiii 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: iiiuu 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: iiiuu 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: iiiuu 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: iiiuu 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: iiiiu 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: iiiii 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: iiiiu 	Real IPA: hʊk
Word: ifas  	Gen. IPA: iiuuu 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: iiuuu 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: iiuuu 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: iiiii 	Real IPA: dʒæks
Word: jut   	Gen. IPA: iiiii 	Real IPA: dʒət
Word: kelm  	Gen. IPA: iiiuu 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: iiiuu 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: iiiuu 	Real IPA: kɪs
Word: kolb  	Gen. IPA: iiiii 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: iiiiu 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: iiiuu 	Real IPA: ɫijə
Word: lord  	Gen. IPA: iiiii 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: iiiii 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: iiiuu 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: iiiiu 	Real IPA: mænzi
Word: marfa 	Gen. IPA: iiiii 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: iiiii 	Real IPA: mætɪs
Word: meave 	Gen. IPA: iiiuu 	Real IPA: miv
Word: mores 	Gen. IPA: iiiiu 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: iiiii 	Real IPA: mɹək
Word: ndour 	Gen. IPA: iiiii 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: iiiii 	Real IPA: næŋ
Word: nazer 	Gen. IPA: iiiiu 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: iiiuu 	Real IPA: nɪni
Word: nods  	Gen. IPA: iiiii 	Real IPA: nɑdz
Word: novi  	Gen. IPA: iiiiu 	Real IPA: noʊvi
Word: palla 	Gen. IPA: iiiii 	Real IPA: pæɫə
Word: pense 	Gen. IPA: iiiuu 	Real IPA: pɛns
Word: pung  	Gen. IPA: iiiii 	Real IPA: pəŋ
Word: quick 	Gen. IPA: iiiuu 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: iiiiu 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: iiiii 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: iiiii 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: iiiuu 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: iiiuu 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: iiiii 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: iiiii 	Real IPA: sæm
Word: sant  	Gen. IPA: iiiii 	Real IPA: sænt
Word: searl 	Gen. IPA: iiiuu 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: iiiii 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: iiiii 	Real IPA: snup
Word: sous  	Gen. IPA: iiiii 	Real IPA: suz
Word: stac  	Gen. IPA: iiiii 	Real IPA: stæk
Word: sudan 	Gen. IPA: iiiii 	Real IPA: sudæn
Word: tansy 	Gen. IPA: iiiii 	Real IPA: tænzi
Word: tele  	Gen. IPA: iiiuu 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: iiiuu 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: iiiuu 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: iiiii 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: iiiuu 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: iiiuu 	Real IPA: juɫi
Word: using 	Gen. IPA: iiiuu 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: iiiiu 	Real IPA: veɪs
Word: viag  	Gen. IPA: iiiuu 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: iiiiu 	Real IPA: weɪks
Word: warm  	Gen. IPA: iiiii 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: iiiuu 	Real IPA: wik
Word: with  	Gen. IPA: iiiuu 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: iiiiu 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: iiiii 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: iiiuu 	Real IPA: jaɪks
[18/100] - ptime: 13.72 loss_d: 1.145, loss_g: 3.939
Word: abie  	Gen. IPA: ntɔbi 	Real IPA: æbi
Word: aglow 	Gen. IPA: ntɔpo 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: ntɔii 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: ntɔvɛ 	Real IPA: eɪm
Word: anast 	Gen. IPA: ntɔɝz 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: ntɔɝo 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: ntɔzn 	Real IPA: ɔd
Word: babas 	Gen. IPA: ntɔbɝ 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: ntɔɝi 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: ntɔɝɛ 	Real IPA: bæz
Word: bein  	Gen. IPA: ntɔin 	Real IPA: biɪn
Word: betta 	Gen. IPA: ntɔiɝ 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: ntɔit 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: ntɔɔi 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: ntɔɔs 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: ntɔɝt 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: ntɔit 	Real IPA: siɫ
Word: comes 	Gen. IPA: ntɔoi 	Real IPA: kəmz
Word: copp  	Gen. IPA: ntɔoɛ 	Real IPA: kɑp
Word: cowl  	Gen. IPA: ntɔot 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: ntɔɔɔ 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: ntnɝo 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: ntniv 	Real IPA: dɛm
Word: delft 	Gen. IPA: ntnio 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: ntnis 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: ntnoi 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: ntɔin 	Real IPA: ɝinə
Word: every 	Gen. IPA: ntɔiɔ 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: ntɔiz 	Real IPA: aɪz
Word: fiat  	Gen. IPA: ntɔis 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: ntɔoɹ 	Real IPA: fui
Word: gaar  	Gen. IPA: ntɔɝɔ 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: ntɔiɔ 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: ntɔif 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: ntɔɹn 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: ntɔtn 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: ntɔoi 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: ntɔɔb 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: ntɔof 	Real IPA: hʊk
Word: ifas  	Gen. IPA: ntɔoz 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: ntɔvi 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: ntɔzɝ 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: ntɔɝf 	Real IPA: dʒæks
Word: jut   	Gen. IPA: ntɔɝɛ 	Real IPA: dʒət
Word: kelm  	Gen. IPA: ntɔiv 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: ntɔii 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: ntɔiɛ 	Real IPA: kɪs
Word: kolb  	Gen. IPA: ntɔob 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: ntɔɝi 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: ntɔiv 	Real IPA: ɫijə
Word: lord  	Gen. IPA: ntɔon 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: ntɔto 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: ntɔɝt 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: ntɔɝɡ 	Real IPA: mænzi
Word: marfa 	Gen. IPA: ntɔɝo 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: ntɔɝɝ 	Real IPA: mætɪs
Word: meave 	Gen. IPA: ntɔij 	Real IPA: miv
Word: mores 	Gen. IPA: ntɔoi 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: ntɔɔf 	Real IPA: mɹək
Word: ndour 	Gen. IPA: ntnnɝ 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: ntnɝp 	Real IPA: næŋ
Word: nazer 	Gen. IPA: ntnɝi 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: ntnif 	Real IPA: nɪni
Word: nods  	Gen. IPA: ntnoz 	Real IPA: nɑdz
Word: novi  	Gen. IPA: ntnoi 	Real IPA: noʊvi
Word: palla 	Gen. IPA: ntɔɝɝ 	Real IPA: pæɫə
Word: pense 	Gen. IPA: ntɔiz 	Real IPA: pɛns
Word: pung  	Gen. IPA: ntɔɝp 	Real IPA: pəŋ
Word: quick 	Gen. IPA: ntɔɝt 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: ntɔɝi 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: ntɔɝo 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: ntɔɝp 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: ntɔiɹ 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: ntɔoɹ 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: ntɔos 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: ntɔɝv 	Real IPA: sæm
Word: sant  	Gen. IPA: ntɔɝs 	Real IPA: sænt
Word: searl 	Gen. IPA: ntɔiɔ 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: ntɔɹn 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: ntɔnp 	Real IPA: snup
Word: sous  	Gen. IPA: ntɔoz 	Real IPA: suz
Word: stac  	Gen. IPA: ntɔst 	Real IPA: stæk
Word: sudan 	Gen. IPA: ntɔɝn 	Real IPA: sudæn
Word: tansy 	Gen. IPA: ntɔɝz 	Real IPA: tænzi
Word: tele  	Gen. IPA: ntɔii 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: ntɔiv 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: ntɔii 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: ntɔot 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: ntɔɔt 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: ntɔtɛ 	Real IPA: juɫi
Word: using 	Gen. IPA: ntɔzn 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: ntɔɝi 	Real IPA: veɪs
Word: viag  	Gen. IPA: ntɔip 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: ntɔɝi 	Real IPA: weɪks
Word: warm  	Gen. IPA: ntɔɝv 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: ntɔit 	Real IPA: wik
Word: with  	Gen. IPA: ntɔiɹ 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: ntɔoo 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: ntɔɝt 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: ntɔfi 	Real IPA: jaɪks
[19/100] - ptime: 13.74 loss_d: 1.036, loss_g: 4.190
Word: abie  	Gen. IPA: iiiuu 	Real IPA: æbi
Word: aglow 	Gen. IPA: iiiii 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: iiiuu 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: iiiuu 	Real IPA: eɪm
Word: anast 	Gen. IPA: iiiii 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: iiiii 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: iiiuu 	Real IPA: ɔd
Word: babas 	Gen. IPA: iiiii 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: iiiuu 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: iiiii 	Real IPA: bæz
Word: bein  	Gen. IPA: iiiuu 	Real IPA: biɪn
Word: betta 	Gen. IPA: iiiuu 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: iiiuu 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: iiiuu 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: iiiii 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: iiiii 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: iiiuu 	Real IPA: siɫ
Word: comes 	Gen. IPA: iiiiu 	Real IPA: kəmz
Word: copp  	Gen. IPA: iiiii 	Real IPA: kɑp
Word: cowl  	Gen. IPA: iiiii 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: iiiii 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: iiiiu 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: iiiuu 	Real IPA: dɛm
Word: delft 	Gen. IPA: iiiuu 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: iiiuu 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: iiiiu 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: iiuuu 	Real IPA: ɝinə
Word: every 	Gen. IPA: iiuuu 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: iiuuu 	Real IPA: aɪz
Word: fiat  	Gen. IPA: iiiuu 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: iiiii 	Real IPA: fui
Word: gaar  	Gen. IPA: iiiii 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: iiiuu 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: iiiuu 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: iiiuu 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: iiiuu 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: iiiiu 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: iiiii 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: iiiiu 	Real IPA: hʊk
Word: ifas  	Gen. IPA: iiuuu 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: iiuuu 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: iiuuu 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: iiiii 	Real IPA: dʒæks
Word: jut   	Gen. IPA: iiiii 	Real IPA: dʒət
Word: kelm  	Gen. IPA: iiiuu 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: iiiuu 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: iiiuu 	Real IPA: kɪs
Word: kolb  	Gen. IPA: iiiii 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: iiiiu 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: iiiuu 	Real IPA: ɫijə
Word: lord  	Gen. IPA: iiiii 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: iiiii 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: iiiuu 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: iiiiu 	Real IPA: mænzi
Word: marfa 	Gen. IPA: iiiii 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: iiiii 	Real IPA: mætɪs
Word: meave 	Gen. IPA: iiiuu 	Real IPA: miv
Word: mores 	Gen. IPA: iiiiu 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: iiiii 	Real IPA: mɹək
Word: ndour 	Gen. IPA: iiiii 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: iiiii 	Real IPA: næŋ
Word: nazer 	Gen. IPA: iiiiu 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: iiiuu 	Real IPA: nɪni
Word: nods  	Gen. IPA: iiiii 	Real IPA: nɑdz
Word: novi  	Gen. IPA: iiiiu 	Real IPA: noʊvi
Word: palla 	Gen. IPA: iiiii 	Real IPA: pæɫə
Word: pense 	Gen. IPA: iiiuu 	Real IPA: pɛns
Word: pung  	Gen. IPA: iiiii 	Real IPA: pəŋ
Word: quick 	Gen. IPA: iiiuu 	Real IPA: kwɪk
Word: rabel 	Gen. IPA: iiiiu 	Real IPA: ɹæbəɫ
Word: rado  	Gen. IPA: iiiii 	Real IPA: ɹɑdoʊ
Word: rasp  	Gen. IPA: iiiii 	Real IPA: ɹæsp
Word: richa 	Gen. IPA: iiiuu 	Real IPA: ɹɪtʃə
Word: roehm 	Gen. IPA: iiiuu 	Real IPA: ɹoʊm
Word: rolt  	Gen. IPA: iiiii 	Real IPA: ɹoʊɫt
Word: sahm  	Gen. IPA: iiiii 	Real IPA: sæm
Word: sant  	Gen. IPA: iiiii 	Real IPA: sænt
Word: searl 	Gen. IPA: iiiuu 	Real IPA: sɝɫ
Word: shunk 	Gen. IPA: iiiii 	Real IPA: ʃəŋk
Word: snoop 	Gen. IPA: iiiii 	Real IPA: snup
Word: sous  	Gen. IPA: iiiii 	Real IPA: suz
Word: stac  	Gen. IPA: iiiii 	Real IPA: stæk
Word: sudan 	Gen. IPA: iiiii 	Real IPA: sudæn
Word: tansy 	Gen. IPA: iiiii 	Real IPA: tænzi
Word: tele  	Gen. IPA: iiiuu 	Real IPA: tɛɫi
Word: terms 	Gen. IPA: iiiuu 	Real IPA: tɝmz
Word: tibia 	Gen. IPA: iiiuu 	Real IPA: tɪbiə
Word: tosch 	Gen. IPA: iiiii 	Real IPA: tɔʃ
Word: trill 	Gen. IPA: iiiuu 	Real IPA: tɹɪɫ
Word: ulee  	Gen. IPA: iiiuu 	Real IPA: juɫi
Word: using 	Gen. IPA: iiiuu 	Real IPA: juzɪŋ
Word: vase  	Gen. IPA: iiiiu 	Real IPA: veɪs
Word: viag  	Gen. IPA: iiiuu 	Real IPA: vaɪæɡ
Word: wakes 	Gen. IPA: iiiiu 	Real IPA: weɪks
Word: warm  	Gen. IPA: iiiii 	Real IPA: wɔɹm
Word: weick 	Gen. IPA: iiiuu 	Real IPA: wik
Word: with  	Gen. IPA: iiiuu 	Real IPA: wɪθ
Word: wolfe 	Gen. IPA: iiiiu 	Real IPA: wʊɫf
Word: yauch 	Gen. IPA: iiiii 	Real IPA: jɔtʃ
Word: yikes 	Gen. IPA: iiiuu 	Real IPA: jaɪks
[20/100] - ptime: 13.72 loss_d: 1.150, loss_g: 4.132
Word: abie  	Gen. IPA: iiiuu 	Real IPA: æbi
Word: aglow 	Gen. IPA: iiiii 	Real IPA: əɡɫoʊ
Word: aikin 	Gen. IPA: iiiuu 	Real IPA: eɪkɪn
Word: ame   	Gen. IPA: iiiuu 	Real IPA: eɪm
Word: anast 	Gen. IPA: iiiii 	Real IPA: ɑnɑst
Word: autos 	Gen. IPA: iiiii 	Real IPA: ɔtoʊz
Word: awed  	Gen. IPA: iiiuu 	Real IPA: ɔd
Word: babas 	Gen. IPA: iiiii 	Real IPA: bɑbəz
Word: baier 	Gen. IPA: iiiuu 	Real IPA: beɪɝ
Word: baz   	Gen. IPA: iiiii 	Real IPA: bæz
Word: bein  	Gen. IPA: iiiuu 	Real IPA: biɪn
Word: betta 	Gen. IPA: iiiuu 	Real IPA: bɛtə
Word: bihl  	Gen. IPA: iiiuu 	Real IPA: bɪɫ
Word: brine 	Gen. IPA: iiiuu 	Real IPA: bɹaɪn
Word: broth 	Gen. IPA: iiiii 	Real IPA: bɹɔθ
Word: bunch 	Gen. IPA: iiiii 	Real IPA: bəntʃ
Word: ciel  	Gen. IPA: iiiuu 	Real IPA: siɫ
Word: comes 	Gen. IPA: iiiiu 	Real IPA: kəmz
Word: copp  	Gen. IPA: iiiii 	Real IPA: kɑp
Word: cowl  	Gen. IPA: iiiii 	Real IPA: kaʊɫ
Word: crary 	Gen. IPA: iiiii 	Real IPA: kɝɛɹi
Word: dafoe 	Gen. IPA: iiiiu 	Real IPA: dæfoʊ
Word: dehm  	Gen. IPA: iiiuu 	Real IPA: dɛm
Word: delft 	Gen. IPA: iiiuu 	Real IPA: dɛɫft
Word: dicta 	Gen. IPA: iiiuu 	Real IPA: dɪktɑ
Word: doge  	Gen. IPA: iiiiu 	Real IPA: doʊdʒ
Word: erina 	Gen. IPA: iiuuu 	Real IPA: ɝinə
Word: every 	Gen. IPA: iiuuu 	Real IPA: ɛvɹi
Word: eyes  	Gen. IPA: iiuuu 	Real IPA: aɪz
Word: fiat  	Gen. IPA: iiiuu 	Real IPA: faɪæt
Word: fouhy 	Gen. IPA: iiiii 	Real IPA: fui
Word: gaar  	Gen. IPA: iiiii 	Real IPA: ɡɑɹ
Word: genre 	Gen. IPA: iiiuu 	Real IPA: ʒɑnɹə
Word: gerk  	Gen. IPA: iiiuu 	Real IPA: ɡɝk
Word: ghent 	Gen. IPA: iiiuu 	Real IPA: ɡɛnt
Word: glint 	Gen. IPA: iiiuu 	Real IPA: ɡɫɪnt
Word: goree 	Gen. IPA: iiiiu 	Real IPA: ɡɔɹi
Word: grob  	Gen. IPA: iiiii 	Real IPA: ɡɹɑb
Word: hooke 	Gen. IPA: iiiiu 	Real IPA: hʊk
Word: ifas  	Gen. IPA: iiuuu 	Real IPA: aɪfəs
Word: imbed 	Gen. IPA: iiuuu 	Real IPA: ɪmbɛd
Word: issa  	Gen. IPA: iiuuu 	Real IPA: ɪsə
Word: jacks 	Gen. IPA: iiiii 	Real IPA: dʒæks
Word: jut   	Gen. IPA: iiiii 	Real IPA: dʒət
Word: kelm  	Gen. IPA: iiiuu 	Real IPA: kɛɫm
Word: kerin 	Gen. IPA: iiiuu 	Real IPA: kɛɹɪn
Word: kis   	Gen. IPA: iiiuu 	Real IPA: kɪs
Word: kolb  	Gen. IPA: iiiii 	Real IPA: koʊɫb
Word: lape  	Gen. IPA: iiiiu 	Real IPA: ɫeɪp
Word: leija 	Gen. IPA: iiiuu 	Real IPA: ɫijə
Word: lord  	Gen. IPA: iiiii 	Real IPA: ɫɔɹd
Word: lucco 	Gen. IPA: iiiii 	Real IPA: ɫukoʊ
Word: mails 	Gen. IPA: iiiuu 	Real IPA: meɪɫz
Word: manzi 	Gen. IPA: iiiiu 	Real IPA: mænzi
Word: marfa 	Gen. IPA: iiiii 	Real IPA: mɑɹfə
Word: matus 	Gen. IPA: iiiii 	Real IPA: mætɪs
Word: meave 	Gen. IPA: iiiuu 	Real IPA: miv
Word: mores 	Gen. IPA: iiiiu 	Real IPA: mɔɹiz
Word: mruk  	Gen. IPA: iiiii 	Real IPA: mɹək
Word: ndour 	Gen. IPA: iiiii 	Real IPA: ndaʊɹ
Word: nang  	Gen. IPA: iiiii 	Real IPA: næŋ
Word: nazer 	Gen. IPA: iiiiu 	Real IPA: neɪzɝ
Word: ninny 	Gen. IPA: iiiuu 	Real IPA: nɪni
Word: nods  	Gen. IPA: iiiii 	Real IPA: nɑdz
Word: novi  	Gen. IPA: iiiiu 	Real IPA: noʊvi
Word: palla 	Gen. IPA: iiiii 	Real IPA: pæɫə
Word: pense 	Gen. IPA: iiiuu 	Real IPA: pɛns
Word: pung  	Gen. IPA: iiiii 	Real IPA: pəŋ
