[1/100] - ptime: 18.29 loss_d: 1.352, loss_g: 0.615
Word: agnew     	Gen. IPA: ktðekɑueʃ 	Real IPA: æɡnju
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jknɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfɔd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: aɹɹjʒaɪɡɔ 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[23/100] - ptime: 17.41 loss_d: 0.447, loss_g: 6.559
Word: agnew     	Gen. IPA: ktðekɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: zzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjf 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwmoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ æ 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɑhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑnɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹkɝzɔð 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ð ɔwmdkɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: kɑʃ u nkæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: eɡ ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: neʒhd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdɹbɑʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪbdhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ ɝua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡʒ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪbfʒw 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔʒɹwnfa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝ ɑa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑðp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɡɔwʒwo 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɪkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃæpmɪkɔwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: nʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjz 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmkɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪjbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹkɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪʃɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnujkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: petkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpbpumʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡ a 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹoædt 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ahfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaɑm ʃɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɹp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhbuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwuɔ ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒpjkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪtɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: hptðnɡɡof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouɡmð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ðɡɡdeuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑdhjemɝɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmt pe 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdakzzwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃaaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjboɡ kmh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɝ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔhɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bɝku æajɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbuaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtnmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzpʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdtætɹkwj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʒzeu  	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeaj w 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzw ɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɹaɡwɝhp  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: kezɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪɹuðɡɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfundɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹeɝæoɡkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmʃɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kɪtʒkdhɔd 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpkʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pnðj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jknɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfɔd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ahɹjʒaɪɡ  	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[24/100] - ptime: 17.46 loss_d: 0.409, loss_g: 7.089
Word: agnew     	Gen. IPA: ktðekɑueʃ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: zzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjf 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwmoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ æ 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɑhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑnɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹkɝzɔð 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ð ɔwmdkɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: kɑʃ u nkæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: e  ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: neʒhd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdɹbɑʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪbdhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ ɝua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: aohtɑonɡʒ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tz ɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪbfʒw 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔʒɹwnfa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝ aa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑðp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɡɔwʒwo 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɪkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃæpmɪkɔwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ɪʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjz 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmkɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪjbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹkɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪʃɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnujkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: petkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpbpumʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡ a 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹoædt 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ahfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaɑm ʃɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɹp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhbuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwuɔ ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒpjkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪtɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: hptðnɡɡof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouɡmð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ðɡɡdɑuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑdhjemɝɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmt pe 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdakzzwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃaaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjboɡ kmh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɝ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔhɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bɝku æajɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbuaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtnmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzpʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdtætɹkwj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʒzeu  	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeaj w 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzw ɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɹaɡwɝhp  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: kezɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪɹuðɡɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfhndɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹeɝæoɡkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmʃɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kɪtʒkdhɔd 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpk oɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pnðj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jknɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfɔd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ahɹjʒaɪɡ  	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[25/100] - ptime: 17.46 loss_d: 4.378, loss_g: 15.540
Word: agnew     	Gen. IPA: ktðekɑuej 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dʃ ɔðfɡɔd 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: zzh ɹeebɑ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jkʒʃo mjf 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɪkmbuwmoz 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: æfbdauɹ æ 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: eʒwphzpnʒ 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: homɝɪofɪæ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: eɔɑhðzoɪm 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: uhɑnɝeouu 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɑmeɹkɝzɔð 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: ð ɔwmdkɪ  	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: kɑʃ u nkæ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: e  ɝdɹðhe 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: fnafed jz 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: neʒɝd tbd 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: æokdðbɑʃɡ 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: æɪbdhoaɑh 	Real IPA: koʊmz
Word: contest   	Gen. IPA: ɔɹkðfhuɹd 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA: okjmɑ ɝua 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: abhtɑonɡʒ 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: tzðɹdɑbæɑ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: tubmɪbfʒw 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: ɝɪɔʒɹwnfa 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA:  ɡɝ ɑa mu 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA: ɑkd h ɑðp 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: fɹoɡɔwʒwo 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:   ɪkʃpaaɡ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: bɪmtæbpua 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: ʃæpmɪkɔwɑ 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ɪʒʃwpɹnhw 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA:  ɝɡwʒkjɡɡ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: wtemnzpfɔ 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: ɝzeʃɔʒfaʃ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: ɔʃð ambjz 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: hʒɑɪekmkɑ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: fɪjbhuɡzu 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: zɔhwwoɹkɡ 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: fnutzɑɡej 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA: aʒɡɪzɑfɹ  	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: nðdwaɡejʒ 	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɝ huɪʃɑpɑ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: bɡnujkwʒj 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: petkɔɑoɹf 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: ɹɔɝpɔ ɡʃb 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ehpbpumʒʃ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: ðhfbmɹɔðj 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: eɝʒkɑɔɡ a 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: hmp ɹoædt 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: ahfjænæʃ  	Real IPA: ɫin
Word: loong     	Gen. IPA: ʒaɑm ʃɹɪd 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔwɡʒ  hɹp 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: h emnhbuf 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: pðæhjm h  	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ɑfwuɔ ʃwk 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɝjzʒpjkbʃ 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: ɪtɝ ɪbjɡð 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: hptðnɡɡof 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: ɑdɪɡujʒɔð 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: bumoouɡmð 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: ðɡɡdeuz ɹ 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ɑdhjemɝɔo 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: fʃutmt pe 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: fdakzzwzɑ 	Real IPA: pæntiz
Word: pennings  	Gen. IPA: aɡwʃdaæʃɪ 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: ɑjbo  kmh 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: ohzɪ uwnɝ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ʒbapbɔhɔʃ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: bɝku æajɔ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: ɹʃbuaoɡpo 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA:  ɹtnmnʃeɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: ɪphwɑɑjæt 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: ʃzpʒðɡ ɑt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: weʒæbɔtʃh 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: ʒdtætɹkwj 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɝowɔɪ eɹu 	Real IPA: ɹumən
Word: satires   	Gen. IPA: mhɝhʒzeu  	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: twjbɔðʃmu 	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA:  ɹɪjt apd 	Real IPA: saɪd
Word: sevey     	Gen. IPA: duɹaeaj w 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: ɹzw ɪwɝɔɡ 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: ɡɹaɡwɝhp  	Real IPA: sɪsən
Word: sokol     	Gen. IPA: kezɔpkeoe 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: uɪhuðɡɹjd 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɝbbfundɹo 	Real IPA: stɔntən
Word: stocum    	Gen. IPA:  wbtwpebb 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: ɔɹeɝæoɡkh 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: hupemtmʃɝ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ʃeʃmɔzðfɪ 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: u jʒbɪɹzʒ 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: kɪtʒkwhɔd 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: ɑʃzpkʒoɑɝ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: pnðj zbto 	Real IPA: ətɝz
Word: views     	Gen. IPA: fmeuoubðk 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʃwzbet æz 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: jknɹbuuwð 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: ʃæokɔɝfɔd 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: ahɹjʒaɪɡ  	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: oʃbnʒɝɹɝw 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: bpʃdɑɡeæð 	Real IPA: zɝk
[26/100] - ptime: 17.45 loss_d: 1.012, loss_g: 7.469
Word: agnew     	Gen. IPA: ktðekɑuej 	Real IPA: æɡnju
